Name,Industry
Sinopac Financial Holdings,Banks & Finance
Sinopac Financial Holdings,Banks & Finance
Sinopec,"Oil, Gas & Mining"
Sinopharm,Pharma & Healthcare
SINTX Technologies,Pharma & Healthcare
Sirius XM,Media & telecommunication
SiriusPoint,Banks & Finance
SITE Centers,Construction & Real Estate
SITE Centers,Banks & Finance
SiteOne Landscape Supply,Others
SiTime,Tech & Software
SiTime,Tech & Software
Six Flags,Others
Sixt,Others
Sixth Street Specialty Lending,Banks & Finance
Sixth Street Specialty Lending,Banks & Finance
Siyaram Silk Mills,Others
SJM Holdings,Entertainment
SJM Holdings,Entertainment
SJVN,Others
SJW Group,Others
SK Group,Others
SK Hynix,Tech & Software
SK Hynix,Tech & Software
SK Innovation,"Oil, Gas & Mining"
SK Telecom,Media & telecommunication
Skandinaviska Enskilda Banken,Banks & Finance
Skanska,Construction & Real Estate
Skechers,Manufacturing
SKF India,Others
Skillsoft,Tech & Software
Skillz,Tech & Software
Skillz,Entertainment
Skipper Limited,Others
Skycity Entertainment Group,Entertainment
Skycity Entertainment Group,Entertainment
Skyline Champion,Construction & Real Estate
SkyWater Technology,Tech & Software
SkyWater Technology,Tech & Software
SkyWest,Courier & transportation
SkyWest,Courier & transportation
Skyworks Solutions,Tech & Software
Skyworks Solutions,Tech & Software
SL Green Realty,Construction & Real Estate
SL Green Realty,Banks & Finance
Slam Corp,Others
Sleep Number,Retail
SLR Investment,Banks & Finance
SLR Investment,Banks & Finance
SM Energy,"Oil, Gas & Mining"
SM Entertainment,Entertainment
SMA Solar Technology,Others
SMART Global Holdings,Tech & Software
SMART Global Holdings,Tech & Software
Smart Sand,"Oil, Gas & Mining"
SmartRent,Tech & Software
SmartRent,Tech & Software
Smartsheet,Tech & Software
Smartsheet,Tech & Software
SMC,Manufacturing
SMIC,Tech & Software
SMIC,Tech & Software
SmileDirectClub,Others
Smith & Nephew,Others
Smith &amp; Wesson,Others
Smith Micro Software,Tech & Software
Smith Micro Software,Tech & Software
SML Isuzu,Others
Snam,Others
Snap,Tech & Software
Snap One,Tech & Software
Snap-on,Manufacturing
Snowflake,Tech & Software
Snowflake,Tech & Software
SOC Telemed,Pharma & Healthcare
SOC Telemed,Tech & Software
Soci√©t√© Fonci√®re Lyonnaise,Construction & Real Estate
Soci√©t√© Fonci√®re Lyonnaise,Banks & Finance
Soci√©t√© G√©n√©rale,Banks & Finance
Soci√©t√© G√©n√©rale,Banks & Finance
Sociedad Qu√≠mica y Minera,Chemicals
Society Pass,Banks & Finance
Sodexo,Others
SoFi,Banks & Finance
SoFi,Tech & Software
Sofina,Others
SoftBank,Banks & Finance
SoftBank,Banks & Finance
SoftBank,Manufacturing
SoftBank,Media & telecommunication
Software AG,Tech & Software
Software AG,Tech & Software
S-OIL,"Oil, Gas & Mining"
Soitec,Tech & Software
Soitec,Tech & Software
SolarEdge,Electricity
Solaria Energ√≠a,Electricity
SolarWinds,Tech & Software
SolarWinds,Tech & Software
Solid Biosciences,Pharma & Healthcare
Solid Power,Electricity
Soligenix,Pharma & Healthcare
Soligenix,Pharma & Healthcare
Solitario Zinc,"Oil, Gas & Mining"
Soliton,Others
Solo Brands,Others
Solvay,Chemicals
Somany Ceramics,Others
Somfy,Others
Sompo Holdings,Banks & Finance
Sonendo,Pharma & Healthcare
Sonic Automotive,Manufacturing
Sonic Healthcare,Pharma & Healthcare
Sonida Senior Living,Pharma & Healthcare
Sonim Technologies,Manufacturing
Sono,Manufacturing
Sonoco,Others
Sonos,Others
Sonova,Pharma & Healthcare
Sony,Tech & Software
Sony,Entertainment
SOPHiA GENETICS,Tech & Software
SOPHiA GENETICS,Tech & Software
Sorrento Therapeutics,Others
SOS Limited,Tech & Software
Sotera Health,Pharma & Healthcare
Sotherly Hotels,Construction & Real Estate
Sotherly Hotels,Banks & Finance
Sotherly Hotels,Entertainment
South Indian Bank,Banks & Finance
South Indian Bank,Banks & Finance
South Jersey Industries,Manufacturing
South State Corp,Others
South32,"Oil, Gas & Mining"
Southern Company,"Oil, Gas & Mining"
Southern Company,Electricity
Southern Copper,"Oil, Gas & Mining"
Southern Missouri Bancorp,Banks & Finance
Southern Missouri Bancorp,Banks & Finance
Southern Petrochemical Industries Corp,"Oil, Gas & Mining"
Southern Petrochemical Industries Corp,Chemicals
Southside Bancshares,Banks & Finance
Southside Bancshares,Banks & Finance
Southwest Airlines,Courier & transportation
Southwest Airlines,Courier & transportation
Southwest Gas,Others
Southwestern Energy,"Oil, Gas & Mining"
Sovos Brands,Food
So-Young International,Others
SP Plus Corporation,Courier & transportation
Spandana Sphoorty Financial,Banks & Finance
SPARC,Pharma & Healthcare
SpareBank 1,Banks & Finance
SpareBank 1,Banks & Finance
Spark New Zealand,Media & telecommunication
Sparkassen Immobilien,Others
SpartanNash,Food
SpartanNash,Retail
Spectrum Brands,Others
Spectrum Pharmaceuticals,Pharma & Healthcare
Spencer's Retail,Retail
Sphere 3D,Tech & Software
Sphere 3D,Tech & Software
SPI Energy,Electricity
SpiceJet,Courier & transportation
SpiceJet,Courier & transportation
SPIE,Tech & Software
Spire Energy,Others
Spire Global,Tech & Software
Spire Global,Tech & Software
Spirent,Others
Spirit AeroSystems,Manufacturing
Spirit Airlines,Courier & transportation
Spirit Airlines,Courier & transportation
Spirit Realty Capital,Construction & Real Estate
Splunk,Tech & Software
Splunk,Tech & Software
Spok Holdings,Tech & Software
Spok Holdings,Tech & Software
Spok Holdings,Media & telecommunication
Sportradar,Entertainment
Sportsman's Warehouse,Retail
Spotify,Tech & Software
Spotify,Entertainment
Spring Airlines,Courier & transportation
Spring Airlines,Courier & transportation
SpringWorks Therapeutics,Pharma & Healthcare
SpringWorks Therapeutics,Pharma & Healthcare
Sprinklr,Tech & Software
Sprinklr,Tech & Software
Sprout Social,Tech & Software
Sprout Social,Tech & Software
Sprouts Farmers Market,Food
Sprouts Farmers Market,Retail
SPS Commerce,Tech & Software
SPS Commerce,Tech & Software
SPX Corporation,Others
SPX FLOW,Others
Square Enix,Entertainment
Squarespace,Tech & Software
Squarespace,Tech & Software
SRA Holdings,Others
Srei Infrastructure Finance,Banks & Finance
SRF Limited,Manufacturing
Srikalahasthi Pipes,Others
SS&C Technologies,Tech & Software
SS&C Technologies,Tech & Software
SSE,Others
SSR Mining,"Oil, Gas & Mining"
ST Engineering,Manufacturing
St. Joe Company,Construction & Real Estate
STAAR Surgical,Others
Staffing 360 Solutions,Tech & Software
STAG Industrial,Others
Stagwell,Others
Standard Chartered,Banks & Finance
Standard Chartered,Banks & Finance
Standard Lithium,"Oil, Gas & Mining"
Standex,Manufacturing
Standex,Manufacturing
Stanley Black &amp; Decker,Manufacturing
Stantec,Others
Star Bulk Carriers,Courier & transportation
Starbreeze,Tech & Software
Starbreeze,Entertainment
Starbucks,Food
StarTek,Others
Starwood Property Trust,Construction & Real Estate
State Auto Financial,Banks & Finance
State Bank of India,Banks & Finance
State Bank of India,Banks & Finance
State Street Corporation,Banks & Finance
State Street Corporation,Banks & Finance
Stealth BioTherapeutics,Pharma & Healthcare
Stealth BioTherapeutics,Pharma & Healthcare
Steel Authority of India,"Oil, Gas & Mining"
Steel Dynamics,"Oil, Gas & Mining"
Steel Partners,"Oil, Gas & Mining"
Steelcase,"Oil, Gas & Mining"
Stellantis,Manufacturing
Stellantis,Manufacturing
Stellus Capital,Banks & Finance
Stellus Capital,Banks & Finance
stem,Tech & Software
stem,Tech & Software
stem,Electricity
Stepan Company,Others
StepStone Group,Banks & Finance
StepStone Group,Banks & Finance
Stericycle,Others
Steris,Others
sterling &amp; wilson solar,Others
Sterling Bancorp,Banks & Finance
Sterling Check,Tech & Software
Sterling Check,Tech & Software
Sterling Check,Tech & Software
Sterling Construction,Construction & Real Estate
Sterling Tools,Others
Sterlite Technologies,Manufacturing
Stevanato,Others
Steve Madden,Others
Stewart Information Services,Construction & Real Estate
Stewart Information Services,Tech & Software
Stifel,Others
Stitch Fix,Tech & Software
Stitch Fix,Consumer Goods & Clothing
STMicroelectronics,Tech & Software
STMicroelectronics,Tech & Software
STMicroelectronics,Manufacturing
Stock Yards Bancorp,Banks & Finance
Stock Yards Bancorp,Banks & Finance
StoneCo,Banks & Finance
Stoneridge,Others
StoneX Group,Banks & Finance
Stora Enso,Others
STORE Capital,Banks & Finance
Storebrand,Banks & Finance
Strabag,Construction & Real Estate
Stratasys,Tech & Software
STRATEC,Others
Strategic Education,Others
Stratus Properties,Construction & Real Estate
Straumann,Others
Strauss Group,Food
Strides Pharma,Pharma & Healthcare
Strˆer,Others
Strˆer,Others
Stronghold Digital Mining,Tech & Software
Stryker Corporation,Pharma & Healthcare
Stryve Foods,Food
"Sturm, Ruger &amp; Co",Others
Subaru,Manufacturing
Subros,Others
Sudarshan Chemical,Chemicals
S¸dzucker,Others
S¸dzucker,Others
Sumitomo,Banks & Finance
Sumitomo Chemical,Chemicals
"Sumitomo Chemical
 India",Chemicals
Sumitomo Dainippon Pharma,Pharma & Healthcare
Sumitomo Denki K?gy?,Others
Sumitomo Denki K?gy?,Others
Sumitomo Mitsui Financial Group,Banks & Finance
Sumitomo Mitsui Financial Group,Banks & Finance
Sumitomo Mitsui Trust Holdings,Others
Summer Infant,Others
Summerset Holdings,Others
Summit Financial Group,Banks & Finance
Summit Hotel Properties,Construction & Real Estate
Summit Hotel Properties,Banks & Finance
Summit Hotel Properties,Entertainment
Summit Materials,Others
Summit Midstream,"Oil, Gas & Mining"
Summit Therapeutics,Pharma & Healthcare
Summit Therapeutics,Pharma & Healthcare
Sumo Logic,Tech & Software
Sumo Logic,Tech & Software
Sun Communities,Construction & Real Estate
Sun Communities,Banks & Finance
Sun Hung Kai Properties,Construction & Real Estate
Sun Life Financial,Banks & Finance
Sun Pharmaceutical,Pharma & Healthcare
Sun Pharmaceutical,Pharma & Healthcare
Sun TV Network,Media & telecommunication
SunCoke Energy,Others
Suncor Energy,"Oil, Gas & Mining"
Suncorp,Banks & Finance
Suncorp,Banks & Finance
Suncorp,Banks & Finance
Sundaram Finance,Banks & Finance
Sundial Growers,Others
Sunlight Financial,Banks & Finance
Sunlight REIT,Construction & Real Estate
Sunlight REIT,Banks & Finance
Sunnova,Electricity
Sunny Optical,Others
Sunoco,Others
SunPower,Others
Sunrun,Others
Sunstone Hotel Investors,Construction & Real Estate
Sunstone Hotel Investors,Banks & Finance
Sunstone Hotel Investors,Entertainment
Suntec REIT,Construction & Real Estate
Suntec REIT,Banks & Finance
Sunteck Realty,Construction & Real Estate
Sunteck Realty,Construction & Real Estate
Suntory,Food
Suntory,Alcohol & Tobacco
Sunworks,Electricity
Super League Gaming,Tech & Software
Superior Industries International,Manufacturing
Supermicro,Tech & Software
Supernus Pharmaceuticals,Pharma & Healthcare
Supernus Pharmaceuticals,Pharma & Healthcare
Suprajit Engineering,Others
Supreme Industries,Manufacturing
Surface Oncology,Pharma & Healthcare
Surface Oncology,Pharma & Healthcare
Surgery Partners,Others
Surgutneftegas,"Oil, Gas & Mining"
SurModics,Pharma & Healthcare
Surya Roshni,Others
Suzano,Others
Suzlon,Others
Suzuki Motor,Manufacturing
Suzuki Motor,Manufacturing
SVB Financial Group,Banks & Finance
Svenska Handelsbanken,Banks & Finance
Svenska Kullagerfabriken,Others
Swatch,Others
Sweco,Others
Swedbank,Banks & Finance
Swedbank,Banks & Finance
Swedish Match,Alcohol & Tobacco
Swedish Orphan Biovitrum,Pharma & Healthcare
Sweetgreen,Food
Sweetgreen,Food
Swire Pacific,Banks & Finance
Swire Properties,Construction & Real Estate
Swiss Life,Banks & Finance
Swiss Re,Banks & Finance
Swisscom,Media & telecommunication
Swissquote,Others
Switch,Others
Sylogist,Tech & Software
Sylogist,Tech & Software
Sylvamo,Others
Symphony Limited,Others
Symrise,Others
Synaptics,Others
Synchronoss,Tech & Software
Synchronoss,Tech & Software
Synchrony,Banks & Finance
Syndax Pharmaceuticals,Pharma & Healthcare
Syndax Pharmaceuticals,Pharma & Healthcare
Syneos Health,Others
Syngene International,Others
Synlait Milk,Others
Synlogic,Pharma & Healthcare
Synnex,Others
Synopsys,Tech & Software
Synopsys,Tech & Software
Synopsys,Tech & Software
Synovus,Others
Syros Pharmaceuticals,Pharma & Healthcare
Syros Pharmaceuticals,Pharma & Healthcare
Sysco,Food
Sysmex,Pharma & Healthcare
T&amp;D Holdings,Banks & Finance
T. Rowe Price,Banks & Finance
T2 Biosystems,Others
T‚Äôway Air,Courier & transportation
T‚Äôway Air,Courier & transportation
T≈çky≈ç Gas,"Oil, Gas & Mining"
T√ºrk Telekom,Media & telecommunication
T√ºrkiye Is Bankasi,Banks & Finance
T√ºrkiye Is Bankasi,Banks & Finance
Taboola.com,Tech & Software
Tabula Rasa HealthCare,Pharma & Healthcare
Tabula Rasa HealthCare,Tech & Software
Tabula Rasa HealthCare,Tech & Software
Tactile Medical,Pharma & Healthcare
TAG Immobilien,Construction & Real Estate
Taishin Financial Holdings,Banks & Finance
Taishin Financial Holdings,Banks & Finance
Taisho Pharmaceutical,Pharma & Healthcare
Taisho Pharmaceutical,Pharma & Healthcare
Taiwan Business Bank,Banks & Finance
Taiwan Business Bank,Banks & Finance
Taiwan Cement,"Oil, Gas & Mining"
Taiwan Cooperative Financial,Banks & Finance
Taiwan Cooperative Financial,Banks & Finance
Taiwan Cooperative Financial,Banks & Finance
Taiwan Mobile,Media & telecommunication
Take 2 Interactive,Tech & Software
Take 2 Interactive,Entertainment
Takeda Pharmaceutical,Pharma & Healthcare
Takeda Pharmaceutical,Pharma & Healthcare
TAL Education Group,Others
Talanx,Banks & Finance
Talanx,Banks & Finance
Talaris Therapeutics,Pharma & Healthcare
Talaris Therapeutics,Pharma & Healthcare
Talkspace,Pharma & Healthcare
Talkspace,Tech & Software
Tallink Grupp,Courier & transportation
Talos Energy,"Oil, Gas & Mining"
Tamarack Valley Energy,"Oil, Gas & Mining"
Tamil Nadu Newsprint and Papers Limited,Others
Tandem Diabetes Care,Others
Tanger Factory Outlet Centers,Construction & Real Estate
Tanger Factory Outlet Centers,Banks & Finance
TANLA,Tech & Software
TANLA,Media & telecommunication
Tanzanian Gold Corporation,"Oil, Gas & Mining"
Tapestry,Consumer Goods & Clothing
Targa Resources,Others
Target,Retail
Target Hospitality,Others
Taro Pharmaceutical,Pharma & Healthcare
Taseko Mines,"Oil, Gas & Mining"
TaskUs,Tech & Software
Tata Chemicals,Chemicals
Tata Coffee,Food
Tata Consultancy Services,Tech & Software
Tata Consumer Products,Consumer Goods & Clothing
Tata Motors,Manufacturing
Tata Power,Electricity
Tata Steel,"Oil, Gas & Mining"
Tata Steel BSL,"Oil, Gas & Mining"
Tata Steel Long Products,"Oil, Gas & Mining"
Tata Teleservices,Media & telecommunication
Tatneft,Others
Tattooed Chef,Food
Tauron Polska,Others
TAV Airports Holding,Courier & transportation
Taylor Morrison,Others
TC Energy,"Oil, Gas & Mining"
TC Energy,Courier & transportation
TCG BDC,Banks & Finance
TCNS Clothing,Consumer Goods & Clothing
TDCX,Tech & Software
TDK,Others
TE Connectivity,Tech & Software
Team Inc,Tech & Software
Team Inc,Manufacturing
Team17,Tech & Software
Team17,Entertainment
TeamViewer,Tech & Software
TeamViewer,Tech & Software
Tecan,Others
Tech Mahindra,Manufacturing
TechnipFMC,"Oil, Gas & Mining"
TechTarget,Tech & Software
Techtronic Industries,Manufacturing
Teck Resources,"Oil, Gas & Mining"
Tecnoglass,Others
Teekay,"Oil, Gas & Mining"
Teekay,Courier & transportation
Teekay Tankers,"Oil, Gas & Mining"
Teekay Tankers,Courier & transportation
Tegna,Others
Tejas Networks,Others
Tejon Ranch,Construction & Real Estate
Teladoc Health,Pharma & Healthcare
Teladoc Health,Tech & Software
Tele2,Media & telecommunication
Telecom Argentina,Others
Telecom Italia,Others
Teledyne,Others
Telef√≥nica,Media & telecommunication
Teleflex,Pharma & Healthcare
Telefonica Brasil,Media & telecommunication
Telenor,Media & telecommunication
Teleperformance,Others
Telephone and Data Systems,Others
Telesat,Manufacturing
Televisa,Entertainment
Televisa,Media & telecommunication
Telia Company,Media & telecommunication
Telia Lietuva,Media & telecommunication
Telkom Indonesia,Media & telecommunication
Tellurian,"Oil, Gas & Mining"
Telos,Tech & Software
Telstra,Media & telecommunication
Telus,Media & telecommunication
Telus International,Tech & Software
Telus International,Tech & Software
Temenos,Tech & Software
Temenos,Tech & Software
Tempest Therapeutics,Pharma & Healthcare
Tempest Therapeutics,Pharma & Healthcare
Tempur Sealy,Others
Ten Square Games,Entertainment
Tenable,Tech & Software
Tenable,Tech & Software
Tenaga Nasional,Electricity
Tenaris,Others
Tencent,Tech & Software
Tencent Music,Entertainment
Tenet Healthcare,Pharma & Healthcare
Tennant Company,Others
Tenneco,Others
Teradata,Tech & Software
Teradata,Tech & Software
Teradyne,Others
TeraWulf,Tech & Software
Terex,Manufacturing
Terminix Global,Chemicals
Terna,Others
Ternium,Manufacturing
TerrAscend,Others
Terreno Realty,Construction & Real Estate
Territorial Bancorp,Banks & Finance
Territorial Bancorp,Banks & Finance
Terumo,Pharma & Healthcare
Tesco,Retail
Tesla,Manufacturing
Tesla,Manufacturing
Tetra Tech,Tech & Software
Tetra Tech,Manufacturing
Tetra Technologies,Manufacturing
Teva Pharmaceutical Industries,Pharma & Healthcare
Teva Pharmaceutical Industries,Pharma & Healthcare
Texas Capital Bancshares,Banks & Finance
Texas Capital Bancshares,Banks & Finance
Texas Instruments,Tech & Software
Texas Instruments,Tech & Software
Texas Pacific Land Trust,Others
Texas Roadhouse,Food
Texas Roadhouse,Food
Texmaco Rail &amp; Engineering,Manufacturing
Textron,Others
TF1,Entertainment
TF1,Media & telecommunication
TFI International,Others
TFS Financial,Banks & Finance
TG Therapeutics,Others
Thai Airways International,Courier & transportation
Thai Airways International,Courier & transportation
Thai Beverage,Food
Thales,Manufacturing
The a2 Milk Company,Food
The Andersons,Others
The Arena Group,Media & telecommunication
The AZEK Company,Others
The Bancorp,Banks & Finance
The Bancorp,Banks & Finance
The Beachbody Company,Others
The Beauty Health Company,Others
The Cheesecake Factory,Food
The Cheesecake Factory,Food
The Chefs' Warehouse,Food
The Children's Place,Consumer Goods & Clothing
The Container Store,Retail
The Ensign Group,Others
The First Bancshares,Banks & Finance
The First Bancshares,Banks & Finance
The Greenbrier Companies,Others
The Hackett Group,Tech & Software
The Hartford,Banks & Finance
The Hartford,Banks & Finance
The Hershey Company,Food
The Joint Corp.,Others
The Manitowoc Company,Manufacturing
The Mosaic Company,Others
The Navigator Company,Others
The Necessity Retail REIT,Construction & Real Estate
The Necessity Retail REIT,Banks & Finance
The Original BARK Company,Tech & Software
The Original BARK Company,Tech & Software
The RealReal,Tech & Software
The RealReal,Tech & Software
The Restaurant Group plc,Food
The Restaurant Group plc,Food
The RMR Group,Construction & Real Estate
The RMR Group,Tech & Software
The Saudi British Bank,Banks & Finance
The Saudi National Bank,Banks & Finance
The Saudi National Bank,Banks & Finance
The Shyft Group,Manufacturing
The Tinplate Company Of India,Others
The Toro Company,Manufacturing
The Trade Desk,Tech & Software
The Trade Desk,Tech & Software
The Travelers Companies,Banks & Finance
The Vita Coco Company,Food
The9,Tech & Software
The9,Entertainment
TherapeuticsMD,Pharma & Healthcare
TherapeuticsMD,Pharma & Healthcare
Theravance Biopharma,Pharma & Healthcare
Theravance Biopharma,Pharma & Healthcare
Thermax,Manufacturing
Thermo Fisher Scientific,Pharma & Healthcare
Third Coast Bancshares,Banks & Finance
Third Coast Bancshares,Banks & Finance
Thomson Reuters,Media & telecommunication
Thor Industries,Manufacturing
Thoughtworks,Tech & Software
ThredUp,Retail
ThredUp,Tech & Software
ThredUp,Consumer Goods & Clothing
ThredUp,Tech & Software
Thryv,Tech & Software
Thryv,Tech & Software
Thyssenkrupp,Others
Tianjin FAW,Others
Tide Water Oil,Others
Tidewater,Others
TietoEVRY,Tech & Software
TietoEVRY,Tech & Software
TietoEVRY,Tech & Software
Tikehau Capital,Banks & Finance
Tillys,Retail
Tillys,Consumer Goods & Clothing
Tilray,Pharma & Healthcare
Tilray,Pharma & Healthcare
TIM S.A.,Media & telecommunication
Timberland Bancorp,Banks & Finance
Timberland Bancorp,Banks & Finance
Timberland Bancorp,Banks & Finance
Time Technoplast,Others
Timken Company,Manufacturing
Timken India,Others
TimkenSteel,"Oil, Gas & Mining"
Tiptree,Banks & Finance
TIS,Tech & Software
Titan Company,Manufacturing
Titan International,Others
Titan Machinery,Manufacturing
Titan Medical,Pharma & Healthcare
Titan Pharmaceuticals,Pharma & Healthcare
Tivic Health Systems,Pharma & Healthcare
Tivity Health,Pharma & Healthcare
Tiziana Life Sciences,Pharma & Healthcare
Tiziana Life Sciences,Pharma & Healthcare
TJX Companies,Retail
TJX Companies,Consumer Goods & Clothing
TLG Immobilien,Others
T-Mobile US,Media & telecommunication
TMX Group,Banks & Finance
Toast,Tech & Software
Toast,Tech & Software
Tobu Railway,Courier & transportation
Tobu Railway,Courier & transportation
TODA corp,Others
Tofa≈ü T√ºrk Otomobil Fabrikasƒ±,Manufacturing
Tofa≈ü T√ºrk Otomobil Fabrikasƒ±,Manufacturing
Toho Gas,"Oil, Gas & Mining"
Tohoku Electric Power,Electricity
Tokai Carbon,Others
Tokio Marine,Banks & Finance
Tokmanni,Retail
Tokyo Century,Others
Tokyo Electron,Tech & Software
Tokyo Electron,Tech & Software
Tokyu,Courier & transportation
Tokyu,Courier & transportation
Toll Brothers,Construction & Real Estate
Tomra,Others
TomTom,Others
Tonix Pharmaceuticals,Pharma & Healthcare
Tootsie Roll Industries,Manufacturing
Top Glove,Others
Top Ships,"Oil, Gas & Mining"
Top Ships,Courier & transportation
TopBuild,Others
Topdanmarks,Banks & Finance
Toppan,Others
Toray Industries,Chemicals
TORM,"Oil, Gas & Mining"
TORM,Courier & transportation
Toronto Dominion Bank,Banks & Finance
Toronto Dominion Bank,Banks & Finance
Torrent Pharmaceuticals,Pharma & Healthcare
Torrid,Retail
Torrid,Consumer Goods & Clothing
Toshiba,Manufacturing
TotalEnergies,"Oil, Gas & Mining"
TOTO,Others
ToughBuilt Industries,Manufacturing
Tourmaline Oil,"Oil, Gas & Mining"
Tower Bersama Infrastructure,Media & telecommunication
Tower Semiconductor,Manufacturing
TowneBank,Banks & Finance
TowneBank,Banks & Finance
Toyo Suisan,Food
Toyo Tire,Others
Toyota,Manufacturing
Toyota,Manufacturing
Toyota Industries,Manufacturing
Toyota Tsusho,Others
TPG Capital,Banks & Finance
TPG Real Estate Finance Trust,Construction & Real Estate
TPG Real Estate Finance Trust,Banks & Finance
TPG Telecom,Media & telecommunication
TPI Composites,Others
Tractor Supply,Retail
Tradeweb,Others
Traeger,Others
Trane Technologies,Manufacturing
TransAlta,Others
Transcontinental Realty Investors,Construction & Real Estate
Transcontinental Realty Investors,Banks & Finance
TransDigm,Manufacturing
Transocean,"Oil, Gas & Mining"
Transport Corporation of India,Courier & transportation
Transportadora de Gas del Sur,Others
TransUnion,Banks & Finance
Transurban,Courier & transportation
Traton,Others
Travel + Leisure,Entertainment
TravelCenters of America,Others
Travere Therapeutics,Pharma & Healthcare
Travere Therapeutics,Pharma & Healthcare
Trean Insurance Group,Banks & Finance
Treasury Wine Estates,Food
Treasury Wine Estates,Alcohol & Tobacco
Trecora Resources,"Oil, Gas & Mining"
Tredegar,Others
TreeHouse Foods,Others
Tremor International,Others
Trend Micro,Tech & Software
Trend Micro,Tech & Software
Trent Limited,Retail
Trevena,Pharma & Healthcare
Trevena,Pharma & Healthcare
Trex,Others
TRI Pointe Group,Construction & Real Estate
Tricida,Pharma & Healthcare
Tricida,Tech & Software
TriCo Bancshares,Banks & Finance
TriCo Bancshares,Banks & Finance
Trillium Gold Mines,"Oil, Gas & Mining"
Trilogy Metals,Others
TriMas,Consumer Goods & Clothing
TriMas,Manufacturing
Trimble,Tech & Software
Trimble,Tech & Software
TriNet,Others
Trinity Biotech,Pharma & Healthcare
Trinity Capital,Banks & Finance
Trinity Industries,Others
Trinity Place Holdings,Construction & Real Estate
Trinity Place Holdings,Banks & Finance
Trinseo,Others
Trip.com,Tech & Software
TripAdvisor,Others
Triple-S Management,Banks & Finance
TriState Capital Holdings,Banks & Finance
TriState Capital Holdings,Banks & Finance
Triterras,Banks & Finance
Triterras,Tech & Software
Triton International,Others
Triumph Bancorp,Banks & Finance
Triumph Bancorp,Banks & Finance
Triumph Group,Manufacturing
trivago,Tech & Software
Tronox,Chemicals
TrueBlue,Tech & Software
TrueCar,Others
Truist Financial,Banks & Finance
Truist Financial,Banks & Finance
Trulieve Cannabis,Others
Trupanion,Others
TrustCo Bank,Banks & Finance
TrustCo Bank,Banks & Finance
Trustmark,Banks & Finance
Trustmark,Banks & Finance
Trustpower,Electricity
Tsingtao,Food
Tsingtao,Alcohol & Tobacco
TSMC,Manufacturing
Tsuruha Holdings,Others
TTEC,Others
TTM Technologies,Manufacturing
Tube Investments of India,Others
Tufin,Tech & Software
Tufin,Tech & Software
TUI,Others
Tupperware Brands,Others
Turkcell,Media & telecommunication
Turkey ƒ∞≈ü Bank,Banks & Finance
Turkey ƒ∞≈ü Bank,Banks & Finance
Turkish Airlines,Courier & transportation
Turkish Airlines,Courier & transportation
T¸rkiye Kalk?nma,Others
T¸rkiye Kalk?nma,Others
Turning Point,Others
Turning Point Brands,Alcohol & Tobacco
Turquoise Hill Resources,Others
Turtle Beach Corp,Others
TuSimple,Tech & Software
TuSimple,Tech & Software
Tutor Perini,Construction & Real Estate
tuya,Tech & Software
tuya,Tech & Software
TVS Motor,Others
Twilio,Tech & Software
Twilio,Tech & Software
Twin Disc,Others
Twist Bioscience,Others
Twitter,Tech & Software
Two Harbors Investment,Construction & Real Estate
Two Harbors Investment,Banks & Finance
Tyler Technologies,Tech & Software
Tyler Technologies,Tech & Software
Tyme Technologies,Pharma & Healthcare
Tyme Technologies,Pharma & Healthcare
Tyson Foods,Food
U.S. Bancorp,Banks & Finance
U.S. Bancorp,Banks & Finance
U.S. Cellular,Others
U.S. Gold Corp,"Oil, Gas & Mining"
U.S. Physical Therapy,Pharma & Healthcare
U.S. Silica,"Oil, Gas & Mining"
U.S. Steel,"Oil, Gas & Mining"
U.S. Well Services,"Oil, Gas & Mining"
U.S. Xpress Enterprises,Courier & transportation
UB Properties,Construction & Real Estate
UB Properties,Banks & Finance
Uber,Tech & Software
Uber,Courier & transportation
Ubiquiti,Others
Ubisoft,Entertainment
UBM Development,Construction & Real Estate
UBS,Banks & Finance
UBS,Banks & Finance
UCB,Others
Udemy,Tech & Software
UDR Apartments,Construction & Real Estate
UFP Technologies,Others
UGI Corporation,Others
UiPath,Tech & Software
UiPath,Tech & Software
ULTA Beauty,Retail
Ultragenyx,Others
Ultrapar Participacoes,Others
UltraTech Cement,"Oil, Gas & Mining"
UMB Financial,Banks & Finance
UMH Properties,Construction & Real Estate
UMH Properties,Banks & Finance
Umicore,Others
Umpqua Holdings,Others
UNB Corp,Others
Under Armour,Consumer Goods & Clothing
Unibail-Rodamco-Westfield,Construction & Real Estate
Unicharm,Others
UniCredit,Banks & Finance
UniCredit,Banks & Finance
Unifi,Others
UniFirst,Others
Unilever,Food
Unilever,Consumer Goods & Clothing
Unilever Indonesia,Food
Unimicron,Tech & Software
Union Bank of India,Banks & Finance
Union Bank of India,Banks & Finance
Union Bankshares,Banks & Finance
Union Bankshares,Banks & Finance
Union Pacific Corporation,Courier & transportation
Union Pacific Corporation,Courier & transportation
Uniper,Others
UnipolSai,Banks & Finance
Uni-President Enterprises,Food
Uniqa Insurance Group,Banks & Finance
uniQure,Others
Unisys,Tech & Software
Unisys,Tech & Software
Unitech Group,Construction & Real Estate
Unitech Group,Banks & Finance
United Airlines Holdings,Courier & transportation
United Airlines Holdings,Courier & transportation
United Bankshares,Banks & Finance
United Breweries,Food
